Course Title,Course Description
MF2011 - Systemkonstruktion,"<p>The main goal is that the students should develop their capabilities to treat systems engineering from a holistic and lifecycle perspective (interaction with the environment, existing and future customer needs and demands, the technological development, etc.). Further more, the course aims at that the students should acquire a thorough knowledge of available methods and frameworks for product modeling (CAD), product data management (PDM), and geometry-based simulations (CAE), as well as industrially relevant strategies and methods for integrated management of all product information during the products entire lifecycle, i.e. product lifecycle management (PLM).</p><p>After completing the cours the student should be abel to:</p><p>1.       Demonstrate ability to creatively, critically and systematically integrate knowledge from previous courses to analyse, judge and deal with complex systems, even based on limited information.<br />2.      Demonstrate the ability to criticise common models for planning and executing systems engineering;<br />3.      Demonstrate the ability to design a technical system with the support of a master CAD model and related simulation models;<br />4.      Demonstrate the ability to make design decisions based on the outcome of the Design Structure Matrix based analysis of the architecture of a complex system and identify module candidates;<br />5.      Demonstrate ability to visualise and discuss engineering conclusions and the knowledge and arguments behind them, in dialogue with different groups, orally and in writing;<br />6.      Demonstrate the ability to establish a qualitative risk analysis;<br />7.      Demonstrate ability to design a complex system, considering relevant scientific, social, economic and  environmental aspects</p> <p>The course is based on an analysis and redesign scenario for an existing technical system. Topics treated are:</p><ul><li>the system development process and planning – V-model, Stage-gate model, network planning, Gantt-scheme;</li><li>requirements specification (end user-, corporate-, regulatory- and societal requirements);</li><li>the active environment and environmental impact;</li><li>integration of components and interfaces between components;</li><li>manufacturing, assembly, and service aspects;</li><li>system architecture (integrated/modular) and methods, tools and frameworks for systems engineering (QFD,DfX,DSM,MFD).</li><li>reliability engineering, design aspects of reliability and methodologies such as FTA anad FMEA;</li><li>system dynamics and related phenomena and mechanisms, as well as constructive countermeasures;</li><li>systems modeling and simulation, static and dynamic substructuring;</li><li>System verification and validation;</li><li>PLM (PDM and CAE) - frameworks, standards, and tools for collaborative engineering</li><li>Threats and hazard evaluation</li></ul> "
MF2024 - Robust konstruktion,"<p>After passong the course, the student should be able to:</p><p>• describe the characteristic properies of various design characteristics in statistical terms,</p><p>• assess the confidence interval of the assessed reliability of a technical system,</p><p>• find the type of probability distribution for a given set of data,</p><p>• describe the purpose for, the methodology of, and the output from Design of Experiments,</p><p>• define a testplan for a set of physical and numerical experiments,</p><p>• describe the purpose and steps for performing a Monte-Carlo simulation.</p><p>• use Monte Carlo simulations to analyse how the uncertainties in a models input variables affects the results from the model;</p><p>•  describe the purpose of Robust design and how it relates to optimization approaches,</p><p>• use the Robust design methodology to minimize the sensitivity of a technical response parameter to variations in a set of component design parameters,</p><p>• use the Robust design methodology to minimize the sensitivity of a technical response parameter to variations i a set of technical interaction parameters,</p><p>• use the Robust design methodology to minimize the sensitivity of an interactive response parameter to variations in a set of ergonomic parameters.</p> <p>Engineering statistics; distributions, Normal, exponetial, Weibull, confidence intervals</p><p>Design of experiments: physical and simulation experiments, suspended or censured tests</p><p>Probabilistic design; Monte-Carlo simulation (Matlab, Ansys) of performance variations caused by variations in design (manufacturing tolerances, material properies, geometric configuration), user (anthropometric data), and environmental parameters (humidity, electromagnetic fields, temperature, dust)</p><p>Robust design; minimizing performance variation due to variation in design parameters, human properties and environmental conditions</p> "
SD2222 - Fordonskomponenter,"<p>To acquire basic knowledge of ground vehicle components and their functions, including modelling, validation and analysis.</p><p>Students graduating from the course should be able to:</p><ul><li>describe the main components of ground vehicles and their function</li><li>explain how the main components in the power train, suspension system and brake system interacts</li><li>perform calculations of the start, acceleration and retardation event of a vehicle and it’s climbing capabilities</li><li>perform calculations of the brake force distribution and construct and analyse a friction utilisation diagram</li><li>derive the lateral force and aligning moment of a tire by using the brush model</li><li>perform calculations of the suspension characteristics for wheel suspension components</li><li>apply the gained knowledge regarding analysis of vehicle performance</li></ul> <p>Tires and tire forces. Powertrain components. Brake systems. Wheel suspensions. Steering systems. Chassis and body.</p> "
"SE202X - Examensarbete inom hållfasthetslära, avancerad nivå","<ol><li>show knowledge of the disciplinary foundation of the chosen subject area and best practice, advanced understanding in current research and development and advanced method knowledge</li><li>demonstrate the ability to search, collect and integrate knowledge critically and systematically with an overall view of the subject. Identify the need for additional knowledge.</li><li>demonstrate the ability to identify, analyse, assess and handle complex phenomena, issues and situations also with limited information</li><li>demonstrate the ability to plan and with adequate methods carry out qualified assignments within given time frames and to evaluate this work</li><li>demonstrate the ability to develop and evaluate products, processes, systems, methods or technical solutions with regards to human needs and the aims of the society for economically, socially and ecologically sustainable development</li><li>demonstrate the ability to orally and in writing in dialogue with different groups clearly explain and discuss the conclusions and the underlying arguments.</li><li>demonstrate the ability to make assessments considering relevant scientific, social and ethical aspects</li><li>show the skill required to participate in research and development projects, or to work independently in similar qualified activities</li></ol> <p>The degree project consists of an individual assignment with a topic that is decided by examiner. It should normally constitute a specialisation within the chosen field of technology and be at the level of second-cycle studies. The degree project should correspond to 20 weeks of full-time studies. The work will be presented in a written report and an oral presentation at an open seminar.</p> "
FID3021 - Avancerad kurs i distribuerade algoritmer,"<p>After the course the student will be able to discuss, analyze, present, and critically review the very latest research advancements in the area of reliable distributed algorithms and associate theory, and make connections to knowledge in related fields. The student will also be able to assess and evaluate new emerging trends as well as to identify the need for further knowledge in the field.</p> <p>This course is a foundational course on the theory and algorithms of reliable distributed systems. The course covers the following topics.<br />* Formal modeling of distributed systems using input/output automata.<br />* Failure detectors theory and safety and liveness properties<br />* Specifications of distributed abstractions, and failure models<br />* Broadcast abstractions<br />* Shared memory abstractions and consistency models<br />* The consensus problem and computability results for different distributed systems models.<br />* The Paxos algorithm for consensus<br />* Replicated state machine algorithms and dynamic reconfigurations<br />* Timed distributed system models and the use of physical clocks<br />* Relaxed consistency models and associated algorithms<br />* Byzantine failures and associated consensus algorithms   </p> <p>P/F</p>"
"ML1201 - Hållfasthetslära, allmän kurs","<p>On completion of the course, the student should be able to:</p><ul><li>Calculate and dimension uniaxial stress and deformation conditions in structures outgoing from models for slim structures</li><li>Decide the used models applicability and understand approximations</li><li>Decide the used models applicability and have an understanding of approximations and their effect on the results</li></ul> <ul><li>Quantity, units and dimensions</li><li>Uniaxial stress and deformation analysis</li><li>Material relations. Hooke’s law</li><li>Stress – deformation</li><li>Shear stress – deformation</li><li>Uniformly distributed loads</li><li>Section methods. Shear and moment diagrams</li><li>Beam theory, section quantity, planar surface geometry, boundary conditions and beam deflection formulas</li><li>Elastic torsion during circular symmetric sections</li><li>Euler’s buckling formula</li><li>Safety factors</li><li>Stress concentrations</li><li>Basic classic fatigue</li></ul> "
AH1024 - Styrning av trafiksystem,"<p>The course provides a basic understanding of the general principles for design, management and control of operation of transport systems. It emphasizes general principles and methods which are applicable to all modes of transport, passenger and freight, urban and intercity. The course will also introduce tools for evaluating alternative designs for transport system operations.</p> <ul><li>General principles for transport systems operations</li><li>Components of transport systems</li><li>Development of operations plans</li><li>System operations and management</li><li>Case studies focusing on the development and evaluation of alternative transports systems and services.</li></ul> <p>• TEN1 - Written exam, 4.0 ECTS credits, grading scale: A-F<br />• PRO1 - Assignment, project, 3.5 credits, grading scale: A-F</p>"
KD2320 - Spektroskopiska verktyg inom kemi,"<p>The aim of the course is to develop the knowledge and the understanding of nuclear magnetic resonance spectroscopy (NMR), mass spectrometry (MS), infrared (IR) and Raman spectroscopies in order to elucidate molecular structures and dynamics.</p><p>After completion of the course the student should be able to</p><ul><li>describe the principles of NMR, MS, IR and Raman methods with special regard to their advantages and limitations,</li><li>analyze the NMR, MS, IR and Raman spectra, interpret and use the relationship between the spectral parameters and the molecular structure,</li><li>make a proper choice and strategy for analysing and solving structural problems,</li><li>recognize and explain the effects of molecular dynamics such as chemical exchange in the spectra.</li></ul> <p>Basic principals of nuclear magnetic resonance spectroscopy (NMR), mass spectrometry (MS), infrared (IR) and Raman spectroscopies. Interpretation of spectra to elucidate molecular structures and dynamics.</p><p>The course contains lectures, tutorials and laboratory practices. Tutorials will supplement the lectures and a significant amount of time will be spent on solving problems and answering questions. Regular homework projects of gradually increasing complexity provide the students with working knowledge of the topics.</p> "
SF2708 - Kombinatorik,"<p>The course aims to give acquaintance with basic combinatorial theory and methods. The purpose is to provide deeper knowledge in order to give a foundation for further mathematical studies as well as for applications in related fields, notably computer science. In practice, this means that the student should</p><ul><li>Be familiar with various standard combinatorial objects and sequences and their properties</li><li>Reformulate, and consequently solve, problems in terms of the aforementioned objects</li><li>Perform computations with, and deduce properties of, formal power series</li><li>Deduce recursions, generating functions and explicit expressions for combinatorially defined number sequences</li><li>Construct combinatorial proofs of identities and inequalities</li><li>Apply Möbius inversion, inclusion-exclusion and related sieve methods to solve enumerative problems</li><li>Define and deduce properties of various classes of posets</li><li>Describe, and perform computations in, the incidence algebra of a poset</li><li>Use various methods to compute the Möbius function of a poset and interpret such problems in topological terms.</li></ul> <p>Basic methods in enumerative combinatorics. ""The twelvefold way"" (counting functions subject to various restrictions), sieve methods such as different versions of inclusion-exclusion, the involution principle and determinantal lattice path counting. Various aspects of the theory of partially ordered sets, e.g. lattice theory. Möbius inversion in posets and connections to topology.</p> "
SK2758 - Fasta tillståndets fysik,"<p>After the course, the student should be able to</p><ul><li>describe and classify materials from their crystal structure and atomic arrangements</li><li>apply the theory for X-ray diffraction in reciprocal space (k-space) to determine the lattice structure of crystalline materials and also be able to use these principles for other waves in solid materials</li><li>describe the different physical mechanisms for crystal binding by identifying repelling and attractive interaction coupled to atomic properties</li><li>formulate basic models for lattice vibrations (phonons) and their influence on the physics of crystalline materials, make calculations based on these models and be able to relate the conclusions form the models to experimentally measured properties of materials</li><li>formulate electron properties in a periodic potential, explain factors that affects the band structure of a crystalline material, make a simple band structure calculation and based on this develop a qualitative understanding of the band structure of materials</li><li>explain the physical principles for different types of electric and magnetic phenomena in solid materials and relate this to macroscopically measurable quantities</li></ul><p>with the aim of being able to handle the coupling between fundamental theoretical models and experimental results in solid state physics and having sufficient knowledge to continue with deeper studies within the field.</p><p>For higher grades, it is in addition required that the students should be able to apply the knowledge learnt in the course on for them completely unknown problems.</p> <p>The course introduces k-space (wave vector space) and the reciprocal lattice with its applications, which are central concepts for further studies within solid state physics. In addition, the course gives an overview of different models to describe the properties of solid materials. The syllabus is as follows</p><ul><li>Classification of solid material, atomic binding</li><li>Crystalline materials, lattice vectors, unit cells</li><li>Reciprocal space, Brillouin zones</li><li>X-ray diffraction, Bragg’s law, von Laue equations</li><li>Lattice vibrations, phonons, heat capacity</li><li>Free electron model, resistance in metals, Hall effect</li><li>Band structure, Bloch wave functions, introduction to band structure calculations</li><li>Semiconductors, metals, superconductivity and magnetism</li></ul> <p>The examination TEN2 corresponds subject-wise to the earlier examination TEN1 in the course.</p>"
SH2704 - Monte Carlo metoder och simuleringar i kärnteknik,"<p>The Monte Carlo method is a stochastic way of solving various problems through numerical simulations utilizing sequences of random numbers. The method is commonly used when the solution cannot be derived easily in any other way. In reactor physics, the method is, practically, the only one capable of giving detail insight into neutron transport problems in complex fissile systems. Monte Carlo methods are today very widely used in different fields of physics and engineering ranging from astrophysics to e.g. nuclear medicine, particular in modeling of radiation treatment of cancer.</p><p>After completed course, the student should be able to:</p><ul><li>apply various Monte Carlo techniques, such as the simple sampling, control variates, correlated sampling, stratified sampling and importance sampling, in solving various mathemetical and physical problems.</li><li>program and choose a generator or pseudo-random and quasi-random sequences.</li><li>interpret and evaluate the results of statistical nature.</li><li>master the theory behind the Monte Carlo simulation of neutron transport in fissile systems and non-fissile systems with an extrenal source of neutrons.</li><li>activiely use Monte Carlo codes established in reactor physics. The student should be able to create a mathemetical model of any fissle system, prepare point-wise nuclear data libraries for specific conditions, choose appropriate values for a number of free parameters that influence the statistical and systematic errors, run the simulation, and derive, interpret and evaluate the results of interest.</li></ul> <p>Theory of Monte Carlo methods.</p><p>General variance reduction techniques.</p><p>Pseudo-random and quasi-random sequences.</p><p>Monte Carlo simulation of particle transport.</p><p>Monte Carlo simulation of nuclear reactors.</p><p>Variance reduction techniques in Monte Carlo reactor physics.</p><p>Trends in Monte Carlo reactor physics.</p><p>Monte Carlo in other fields like nuclear medicine, radiation protection etc.</p> <p>Computer laboratory, 3 cr.</p><p>Written home assignments, 3 cr.</p>"
MM4000 - Utvalda teman i matematik för lärare,"<p>Syllabus see link to Stockholm University</p> <p>For information see <a href=""http://sisu.it.su.se/pdf_creator/cached/27507/35373"">syllabus at Stockholm University</a>.</p> "
FLF3004 - Läskurs i teknikvetenskapens lärande och kommunikation,"<p>Be able to account for, discuss and analyse specialist literature generated within a certain well-delimited area in the field of learning and communication in the technological sciences.</p> <p>Literature in the field of learning and communication in the technological sciences.</p> <p>Oral and/or written Decided in consultation with the course participants.</p>"
MF1049 - Produktframtagning för tekniklärare,"<p>On completion of the course, the student should: </p>
<p> understand the function of and be able to dimension some common machine elements. </p>
<p> be able to choose appropriate standard components and common engineering materials. </p>
<p> be able to cooperate around technical problem-solving in an engineering way. </p>
<p> be able to use 3D CAD and model parts and assemblies </p>
<p> be able to account for the most common activities in the product development process and apply these from idea to concept </p>
<p> be able to present results of implemented project assignments orally and in written form. </p> <p>The course is based on analysis and design of commonly used components in technical products. </p>
<p>In parallel with the dimensioning module, a project will be carried out that aim to exercise engineering problem-solving regarding design and product realization, engineering design and choice of technical solutions. The project also includes visualisation by means of sketches, computer models and physical models. </p> <p>The examination takes place continuously with oral and written presentations of project and laboratory sessions and a written examination. </p>"
HS1021 - Stål- och träkonstruktion,"<p>The general the aim of the course is to provide detailed knowledge in analysis and design of structural members in steel and timber. After passing the course, the student should be able to:</p><ul><li>Determine the design resistance of steel beams with unsymmetrical cross-sections considering bending moment, axial force, shear force, and patch loading.</li><li>Explain and analyse the influence of instability phenomena as lateral torsional buckling, flexural buckling and local buckling for steel beams with slender cross-sections.</li><li>Determine the design resistance for bolted and welded connections in steel structures.</li><li>Explain and analyse phenomena as vibration and lateral torsional buckling of timber beams.</li><li>Determine the design resistance for straight and tapered glulam beams, also considering holes and notches.</li><li>Determine the design resistance for nailed, bolted and screwed connections in timber structures.</li><li>Using a commercial software for design of steel and timber structures.</li></ul><p>By gathering knowledge corresponding to the listed outcomes, the student is expected to be able to conduct calculations for optimization of structures targeting reduced material consumption and thereby improved sustainability.</p> <p>The course content is divided between structures in steel and timber. In the steel part, design and assessment of the resistance of beams will be treated considering bending moment, axial force, shear force, and patch loading. Instability phenomena as local buckling, lateral buckling, and lateral torsional buckling will be treated for consideration in design. Additionally, the basics in design of welded and bolted connections will be given.</p><p>In the timber part, design of straight and tapered glulam beams will be treated. This includes vibration, lateral torsional buckling, and the effect of holes and notches on the design resistance. Design of nailed, bolted, and screwed connections will be treated.</p><p>Moreover, an introduction is given to conceptual design and creation of design drawings for steel and timber structures using a commercial BIM software.</p> <p>The term TENA refers to a written examination, REDA to compulsory assignments and LABA to compulsory computer lab assignment.For final course grade, passed written examination is required (TENA: 5 credits; lowest grade E) as well as passed written assignments and computer lab assignement (RED A: 2.0 credits, LABA 0.5).</p><p>Final grade is put according to grading scale A-F.</p>"
SD2725 - Introduktion till marin teknik,"<p>This course gives an introduction to naval architecture, i.e. the engineering design of ships and other marine technology systems, and basic theory on ship hydrostatics, stability, resistance and propulsion. The objective is that students after finishing the course shall be able to:</p><ol><li>demonstrate knowledge and understanding of the scientific basis and proven experience of ship design and insight into current research and development work;</li><li>demonstrate methodological knowledge and understanding in ship hydrostatics, stability, resistance and propulsion;</li><li>demonstrate ability to model, simulate, predict and evaluate ships' hydrostatics, stability, resistance, even on the basis of limited information;</li><li>demonstrate ability to independently make the initial design of a ship for a certain transport scenario, taking into account relevant scientific, economic and environmental aspects, and international regulatory frameworks;</li><li>give an account of the international shipping markets and the corresponding stakeholders, goods flow paths, and ship types;</li><li>discuss the opportunities for seaborne transportation in a sustainable society and describe the shipping-related environmental problems and measures for tackling them;</li><li>demonstrate ability to plan and carry out advanced engineering tasks within given frames using appropriate methods and to evaluate this work;</li><li>demonstrate ability to clearly present and discuss engineering conclusions and the knowledge and arguments behind them, in dialogue with different groups, orally and in writing, in national and international contexts.</li></ol> <p>Lectures and seminars introducing basic ship theory, the ship design process, and systems engineering concepts. Hands on experiments on ship stability and resistance. Individual ship design project and related workshops.</p> "
"ML220X - Examensarbete inom produktframtagning, avancerad nivå","<p>The overall objective is to independently apply the engineering-related skills acquired during training.<br />After passing the course the student will:</p><ul><li>Be able to apply the acquired knowledge and skills during education in the analysis of real problems</li><li>independently analyze and process a greater problem in the current area</li><li>demonstrate ability to reflect on, assess and critically examine their own and others’ results and argumentation as well as present and argue for the working methods of the thesis project</li><li>be able to document, present and discuss their work and argument, for a given target group, requiring structure, formalities and language processing</li><li>demonstrate ability to identify their need for further knowledge and to continuously develop their skills</li><li>demonstrate ability to compile results, so that it is possible to identify new opportunities and/or new knowledge</li></ul> <ul><li>Feasibility Study</li><li>Problem definition, goals, purpose and extent</li><li>Literature or information search that displays the current knowledge and research within the current area</li><li>Choice of method or way of solution</li><li>Problem Solving</li><li>Write a report which include emphasis on analysis, results, arguments, independent conclusions and recommendations</li></ul> <p>The thesis project shall include the different problems that gives in-depth studies/widening within the specific technology sector. The work is normally done within a workplace outside KTH. Students are supervised during the work by supervisors at KTH as well as by the principal. If there is no sponsor (a company or such) a qualified reference group should be the discussion partner during the work. The degree project is done individually or together with another student. Project will be presented in writing and orally in Swedish or English (in English, for international applications).<br />The master thesis will be assessed within the assessment areas:</p><ul><li>Process</li><li>Engineering and scientific content</li><li>Presentation</li></ul><p>In order for the thesis to be approved thesis any of the three assessment criteria may not be failed.</p><p>The examiner makes an overall assessment of the thesis work after the report has been controlled for plagiarism and is then graded.<br />See also instructions for thesis work at ITM/TMT-applied mechanical engineering.</p>"
EP2500 - Säkra nätverkssystem,"<p>After passing the course, the student should be able to</p><ul><li>identify, explain and analyse vulnerabilities, threats and attacks against a number of modern network systems</li><li>state clear properties and requirements of security solutions for network systems</li><li>analyse and design security protocols and mechanisms that protect the network operation against attacks</li><li>explain and analyse qualitatively and quantitatively general security mechanisms</li><li>identify and analyse best practice for security systems that currently are generally used in network systems</li></ul><p>in order to</p><ul><li>become prepared for future advanced studies in the subject</li><li>be able to handle open, real technical problems.</li></ul> <p>Basically, the course will bring up security including integrity for a spectrum of network systems that includes:</p><ul><li>Internet and TCP/IP networks,</li><li>Mobile voice and data networks,</li><li>Wireless local and personal networks,</li><li>Wireless sensor networks,</li><li>Mobile ad hoc and hybrid networks, such as vehicle communication systems</li></ul><p>The emphasis in the course lies on basic concepts and technologies about joint security requirements in different systems and about how the functions in each system decide the latest security solutions.</p> "
MF1063 - Material i design och produktframtagning,"<p>After passing the course, the student should be able to:</p><ul><li>state the most common construction materials and at a general level their production processes and properties and applications</li><li>state relationship between microstructure and material properties</li><li>describe how mechanisms as hardening and deformation influence the mechanical properties of materials</li><li>describe the most common decomposition and injury mechanisms as corrosion and various types of fractures for the structural materials</li><li>connect material properties to functional requirements of a product</li><li>use methodology for materials selection</li><li>explain and make materials selection at design of structures and products</li><li>select material considering the environmental impact during the life cycle of a product</li><li>explain materials selection from a sustainability perspective</li></ul> <p>Initially, different structural materials will be introduced and analysed with an emphasis on the relationship between microstructure and the properties of the materials and the influence of mechanisms such as hardening and deformation.</p><p>In the product realisation process, requirements that are connected to the product function in a specification are formulated, which should then be mapped to the properties of the materials. This requires general knowledge of the properties of different groups materials. In the course, teaching of systematic materials selection methodology based on material selection tools is therefore included.</p><p>The materials selection also has large importance from a sustainability perspective, and in the course, the use of methods is included, to analyse environmental impact at materials selection throughout the life cycle of products. In a project, materials selection methodology will be applied and the environmental impact for a product to be analysed.</p> "
UMK701 - Lärande och bedömning,"<p>Syllabus see link to Stockholm University.</p> <p>For information <a href=""http://sisu.it.su.se/search/archive_info/UMK701"">see syllabus at Stockholm University</a>.</p> "
FSG3126 - Aktuella problem i strömningsmekaniken IV,"<p>The student will get new knowledge in specialized current topics in fluid mechanics and / or develop the ability to critically review scientific articles in fluid mechanics.</p> <p>This is a course with open content which may be specific for each student separately. It is used to gain credits from, e.g. a continual participation in a group reviewing current scientific articles in the area of fluid mechanics, a ""fluid mechanics journal club"", or a participation in a summer school class on topics in fluid mechanics given by invited speakers, or participation in other advanced lecture series not covered by already registered program courses.</p> <p>RAP1 Report 6,0 hp (P, F)</p>"
EF2228 - Projekt i rymdteknik,"<p>After completing the course you should have some practical experience of performing one or several typical tasks in the field of space technology, including data analysis and development or evaluation of measurement techniques and instrumentation, designing part of a space vehicle or investigating the effects of space environment on various systems in space. You should be able to formulate a realistic goal for a time-restricted task, plan it, follow up the execution with the help of the formulated plan, and to be able to document your work in an effective way.</p> <p>The project tasks may include</p><ul><li>design of a component of a satellite instrument or space vehicle system</li><li>investigation of space environment effects on space technology</li><li>literature search and summary of a particular field</li><li>programming of data processing and presentation tools.</li></ul> <p>Written time plan and final report, and at least one written progress report</p>"
AI2511 - Plangenomförande,"<p>The aim of the course is that the students, from a practical project, get a deeper understanding of the various organizational, legal and financial instruments used in the plan implement­ation/land development.</p><p>The student will be able to:</p><ul><li>Analyze alternative ways of solving existing problems in land development.</li><li>Apply various methods and instruments that can then be used.</li><li>Identify the impact of the various methods and means have.</li></ul> <p>The course is conducted in project work, which is complemented by supportive seminars and teacher consultations.</p><p>The project means to carry necessary steps – from initial objectives and plans for land use until the start of construction of buildings – in the development process. The project is conducted in an area which requires infill developments of existing settlements as well as new developments.</p> "
AG2417 - Webb- och mobil-GIS,"<p>The aim of the course is to teach students the fundamental theories and technologies for disseminating and processing geographic information by means of Internet and World Wide Web. For this, two specific distributed GIS architectures are studied: the Web-based and the mobile GIS architectures. It is demonstrated through case studies, laboratory exercises, and group projects that these architectures and related technologies allow 1) the creation of dynamic web maps and Internet-based geographic analysis, and 2) the provision of GIS functionality in the field through mobile GIS solutions and in a commercial setting in the form of Location-Based Services (LBSes).<br />At the end of the course, students should know how to design and implement web maps, Internet-based geographic analysis, and mobile GIS and LBS solutions.</p> <p>• Basics of computer networking, Internet, WWW<br />• Client/server computing and the distributed component framework<br />• Open source and commercial (ESRI) Internet mapping software<br />• Standards for distributed GIS services<br />• Design and implementation of dynamic maps and geographical analysis via the WWW<br />• GPS and Mobile GIS concepts<br />• Professional GPS and mobile devices<br />• ESRI Mobile GIS software<br />• Mobile solutions for capturing, storing, updating, analyzing, and displaying geographic information<br />The course is composed of lectures, laboratory exercises, project and student presentations.</p> "
AK2055 - Vetenskapsteori och forskningsmetodik för lärare,"<p>After completed course, the student is expected to<br />- be able to account for, and discuss, main concepts and topics in the philosophy of science,</p><p>- be able to account for, and discuss, main concepts and topics in scientific methodology,</p><p>- be able to discuss the strengths and weaknesses of different methods for collecting and analysing data in an experimental setting.</p> <p><em>Main concepts and topics in the philosophy of science</em>: knowledge, forms of knowledge denial, explanations, causes, modes of inference, laws, theories, models, reductionism, underdetermination, theory dependence, falsification, demarcation, positivism, scientific values, scientific progress, repeatability.</p><p><em>Main concepts and topics in scientific methodology</em>: observations, experiments, simulations, hypotheses and hypothesis testing, hypothesis generation, validity, reliability, blinding, randomisation, qualitative and quantitative data.</p> "
SD2805 - Flygmekanik,"<p>The <strong>overall objectives</strong> of the course are that you should be able to:</p><ul><li><em>formulate</em> equations of motion for an aircraft in atmospheric flight,</li><li><em>motivate</em> the assumptions made to simplify a flight mechanics problem,</li><li><em>analyze</em> equilibrium and stability for an aircraft,</li><li><em>explain</em> the basic modes of motion and related mechanisms of an aircraft,</li><li><em>design</em> a basic control system using simplified equations of motion,</li><li><em>perform</em> simple trajectory calculations by integrating the equations of motion in time,</li><li><em>present</em> your results in a well written report.</li></ul> <p>The course is based on lectures, the contents of which are applied in wind-tunnel testing and during computer labs. The exercises are performed in groups but the results must be presented individually. The first assignment in the course is a short introduction to Matlab, since the main part of the analysis is performed in this program. Here you can build your own ""toolbox"" to use in the successive assignments.</p><p>Parallel to the lectures you apply the theory in different labs where you also have to use your knowledge from earlier courses in aeronautics, solid mechanics, numerical methods and linear algebra. The course treats general equations of motion for aerial vehicles, models of aircraft and the atmosphere, and conditions for equilibrium. Thereafter linearization and solution of equations of motion. This forms the basis for analysis of trajectories, modes of motion as well as control analysis and synthesis. The course also gives an orientation on sensors and actuators.</p> "
FAF3001 - Projektarbete i byggkonstruktion,"<p>After completed course, the student will be able to describe the work within an in-depth project study in the field of structural engineering.</p> <p>The course can be a theoretical or experimental study. Alternatively, it can be a literature review.</p> "
FIK3507 - Simuleringens statistiska problem,"<p>The course aims at providing the students with the fundamentals of experimental design techniques in Stochastic simulation. The focus is on telecom applications. After completion of the course the students should be able to</p><ol><li>generate random variables of arbitrary distributions,</li><li>make parameter estimates based on simulation results and assess their statistical error,</li><li>to test hypotheses with simulations,</li><li>to design simulations to lower the variance of usual simulation estimators, and finally,</li><li>to determine whether the stochastic model chosen is consistent with a set of actual data.</li></ol> <p>1.Introduction & Probability review.</p><p>2.Random variable generators</p><p>3.Output data analysis: parameter estimation, correlation</p><p>4.Variance reduction techniques</p><p>5.Validation techniques & Hypothesis testing</p> "
SF2957 - Statistisk maskininlärning,"<p>After completion of the course, the student shall be able to:</p><ul><li> formulate and apply statistical decision theory</li><li> formulate and apply advanced methods in statistical machine learning</li><li> design and implement advanced methods in statistical machine learning for applications</li></ul> <p>This course presents an overview of advanced methods of statistical machine learning. Topics covered include classical and Bayesian decision theory, deep learning for regression and classification, Gaussian processes for regression and classification, clustering, reproducing kernel Hilbert spaces, reinforcement learning, and computational methods in machine learning. Computer-aided projects with a variety of datasets forms an essential learning activity.</p> "
FBB3470 - Forskningspresentation i teoretisk kemi och biologi,"<p>After completion of the course the student should be able to</p><ul><li>demonstrate specialized theoretical and methodological knowledge and skills in theoretical chemistry and biology</li><li>demonstrate the ability to critically examine and discuss their own and others' scientific work</li><li>demonstrate the ability to present research results</li><li>demonstrate the ability to identify, discuss and reflect on ethics and sustainability aspects in the research that is discussed within the framework of the scientific focus area of the course</li></ul> <p>The course comprises approximately 80 full-time hours and normally extends over a year with seminar sessions evenly distributed during term periods. The course assumes the form of science seminars where the doctoral students critically examine each other's research results. The student orally presents the research results obtained during the last six months, and also presents a critical review and reflection on the results. During the seminar, other participants are expected to participate actively in the critical review and discussion of the presented work.</p> <p>Grading criteria are specified in the course memo.</p>"
MJ1403 - Energiteknik,"<p>This course is meant to give an insight in the field of energy technology. After finished course the student should be able to:</p><ul><li>Explain different expressions and parameters, which define different parts in the field of energy technology</li><li>Explain the principles of the different methods of energy conversion and be able to place these into typical contexts</li><li>Name the different main components for some of the energy conversion methods and shortly explain the function of each component</li></ul> <p>The course is an overview course and therefore it consists of many different parts that all are connected to the subject energy technology. By way of introduction, a number of important concepts from the thermodynamics are repeated, where different energy conversion processes, among other things, are brought up. Further the resources that exist for energy production are illuminated, both in Sweden and internationally, and which are the needs in the society. The environmental consequences of energy conversion, which laws and conventions control the pollution and how it is possible technically to limit the emissions, will be discussed. Finally some future perspectives will be given and alternative methods that can be used to improve the environmental values.</p> "
